Timestamp,Speed_KPM,RPM,Gear,Suspension_FL,Is_Cheating
22119156,0,0,0,0,NO
22119156,0,0,0,0,NO
22119171,0,0,0,0,NO
22119187,0,0,0,0,NO
22119187,0,0,0,0,NO
22119203,0,0,0,0,NO
22119218,0,0,0,0,NO
22119218,0,0,0,0,NO
22119234,0,0,0,0,NO
22119234,0,0,0,0,NO
22119250,0,0,0,0,NO
22119265,0,0,0,0,NO
22119265,0,0,0,0,NO
22119281,0,0,0,0,NO
22119296,0,0,0,0,NO
22119296,0,0,0,0,NO
22119312,0,0,0,0,NO
22119328,0,0,0,0,NO
22119328,0,0,0,0,NO
22119343,0,0,0,0,NO
22119343,0,0,0,0,NO
22119359,0,0,0,0,NO
22119375,0,0,0,0,NO
22119375,0,0,0,0,NO
22119390,0,0,0,0,NO
22119390,0,0,0,0,NO
22119406,0,0,0,0,NO
22119421,0,0,0,0,NO
22119421,0,0,0,0,NO
22119437,0,0,0,0,NO
22119453,0,0,0,0,NO
22119453,0,0,0,0,NO
22119468,0,0,0,0,NO
22119468,0,0,0,0,NO
22119484,0,0,0,0,NO
22119500,0,0,0,0,NO
22119500,0,0,0,0,NO
22119515,0,0,0,0,NO
22119531,0,0,0,0,NO
22119531,0,0,0,0,NO
22119546,0,0,0,0,NO
22119546,0,0,0,0,NO
22119562,0,0,0,0,NO
22119578,0,0,0,0,NO
22119578,0,0,0,0,NO
22119593,0,0,0,0,NO
22119609,0,0,0,0,NO
22119609,0,0,0,0,NO
22119625,0,0,0,0,NO
22119640,0,0,0,0,NO
22119640,0,0,0,0,NO
22119656,0,0,0,0,NO
22119656,0,0,0,0,NO
22119671,0,0,0,0,NO
22119687,0,0,0,0,NO
22119687,0,0,0,0,NO
22119703,0,0,0,0,NO
22119703,0,0,0,0,NO
22119718,0,0,0,0,NO
22119734,0,0,0,0,NO
22119734,0,0,0,0,NO
22119750,0,0,0,0,NO
22119765,0,0,0,0,NO
22119765,0,0,0,0,NO
22119781,0,0,0,0,NO
22119796,0,0,0,0,NO
22119796,0,0,0,0,NO
22119812,0,0,0,0,NO
22119828,0,0,0,0,NO
22119828,0,0,0,0,NO
22119843,0,0,0,0,NO
22119859,0,0,0,0,NO
22119859,0,0,0,0,NO
22119875,0,0,0,0,NO
22119890,0,0,0,0,NO
22119890,0,0,0,0,NO
22119906,0,0,0,0,NO
22119906,0,0,0,0,NO
22119921,0,0,0,0,NO
22119937,0,0,0,0,NO
22119937,0,0,0,0,NO
22119953,0,0,0,0,NO
22119968,0,0,0,0,NO
22119968,0,0,0,0,NO
22119984,0,0,0,0,NO
22119984,0,0,0,0,NO
22120000,0,0,0,0,NO
22120015,0,0,0,0,NO
22120015,0,0,0,0,NO
22120031,0,0,0,0,NO
22120031,0,0,0,0,NO
22120046,0,0,0,0,NO
22120062,0,0,0,0,NO
22120062,0,0,0,0,NO
22120078,0,0,0,0,NO
22120093,0,0,0,0,NO
22120093,0,0,0,0,NO
22120109,0,0,0,0,NO
22120109,0,0,0,0,NO
22120125,0,0,0,0,NO
22120140,0,0,0,0,NO
22120140,0,0,0,0,NO
22120156,0,0,0,0,NO
22120156,0,0,0,0,NO
22120171,0,0,0,0,NO
22120187,0,0,0,0,NO
22120187,0,0,0,0,NO
22120203,0,0,0,0,NO
22120203,0,0,0,0,NO
22120218,0,0,0,0,NO
22120234,0,0,0,0,NO
22120234,0,0,0,0,NO
22120250,0,0,0,0,NO
22120265,0,0,0,0,NO
22120265,0,0,0,0,NO
22120281,0,0,0,0,NO
22120281,0,0,0,0,NO
22120296,0,0,0,0,NO
22120296,0,0,0,0,NO
22120312,0,0,0,0,NO
22120328,0,0,0,0,NO
22120328,0,0,0,0,NO
22120343,0,0,0,0,NO
22120359,0,0,0,0,NO
22120359,0,0,0,0,NO
22120375,0,0,0,0,NO
22120375,0,0,0,0,NO
22120390,0,0,0,0,NO
22120406,0,0,0,0,NO
22120406,0,0,0,0,NO
22120421,0,0,0,0,NO
22120421,0,0,0,0,NO
22120437,0,0,0,0,NO
22120453,0,0,0,0,NO
22120453,0,0,0,0,NO
22120468,0,0,0,0,NO
22120484,0,0,0,0,NO
22120484,0,0,0,0,NO
22120500,0,0,0,0,NO
22120500,0,0,0,0,NO
22120515,0,0,0,0,NO
22120531,0,0,0,0,NO
22120531,0,0,0,0,NO
22120546,0,0,0,0,NO
22120546,0,0,0,0,NO
22120562,0,0,0,0,NO
22120578,0,0,0,0,NO
22120578,0,0,0,0,NO
22120593,0,0,0,0,NO
22120593,0,0,0,0,NO
22120609,0,0,0,0,NO
22120625,0,0,0,0,NO
22120625,0,0,0,0,NO
22120640,0,0,0,0,NO
22120640,0,0,0,0,NO
22120656,0,0,0,0,NO
22120671,0,0,0,0,NO
22120671,0,0,0,0,NO
22120687,0,0,0,0,NO
22120703,0,0,0,0,NO
22120703,0,0,0,0,NO
22120718,0,0,0,0,NO
22120718,0,0,0,0,NO
22120734,0,0,0,0,NO
22120750,0,0,0,0,NO
22120750,0,0,0,0,NO
22120765,0,0,0,0,NO
22120781,0,0,0,0,NO
22120781,0,0,0,0,NO
22120796,0,0,0,0,NO
22120796,0,0,0,0,NO
22120812,0,0,0,0,NO
22120828,0,0,0,0,NO
22120828,0,0,0,0,NO
22120843,0,0,0,0,NO
22120843,0,0,0,0,NO
22120859,0,0,0,0,NO
22120875,0,0,0,0,NO
22120875,0,0,0,0,NO
22120890,0,0,0,0,NO
22120890,0,0,0,0,NO
22120906,0,0,0,0,NO
22120921,0,0,0,0,NO
22120921,0,0,0,0,NO
22120937,0,0,0,0,NO
22120953,0,0,0,0,NO
22120953,0,0,0,0,NO
22120968,0,0,0,0,NO
22120968,0,0,0,0,NO
22120984,0,0,0,0,NO
22121000,0,0,0,0,NO
22121000,0,0,0,0,NO
22121015,0,0,0,0,NO
22121015,0,0,0,0,NO
22121031,0,0,0,0,NO
22121046,0,0,0,0,NO
22121046,0,0,0,0,NO
22121062,0,0,0,0,NO
22121078,0,0,0,0,NO
22121078,0,0,0,0,NO
22121093,0,0,0,0,NO
22121093,0,0,0,0,NO
22121109,0,0,0,0,NO
22121125,0,0,0,0,NO
22121125,0,0,0,0,NO
22121140,0,0,0,0,NO
22121140,0,0,0,0,NO
22121156,0,0,0,0,NO
22121171,0,0,0,0,NO
22121171,0,0,0,0,NO
22121187,0,0,0,0,NO
22121187,0,0,0,0,NO
22121203,0,0,0,0,NO
22121218,0,0,0,0,NO
22121218,0,0,0,0,NO
22121234,0,0,0,0,NO
22121250,0,0,0,0,NO
22121250,0,0,0,0,NO
22121265,0,0,0,0,NO
22121265,0,0,0,0,NO
22121281,0,0,0,0,NO
22121296,0,0,0,0,NO
22121296,0,0,0,0,NO
22121312,0,0,0,0,NO
22121328,0,0,0,0,NO
22121328,0,0,0,0,NO
22121343,0,0,0,0,NO
22121359,0,0,0,0,NO
22121359,0,0,0,0,NO
22121375,0,0,0,0,NO
22121390,0,0,0,0,NO
22121390,0,0,0,0,NO
22121406,0,0,0,0,NO
22121406,0,0,0,0,NO
22121421,0,0,0,0,NO
22121437,0,0,0,0,NO
22121437,0,0,0,0,NO
22121453,0,0,0,0,NO
22121468,0,0,0,0,NO
22121468,0,0,0,0,NO
22121484,0,0,0,0,NO
22121500,0,0,0,0,NO
22121500,0,0,0,0,NO
22121515,0,0,0,0,NO
22121531,0,0,0,0,NO
22121531,0,0,0,0,NO
22121546,0,0,0,0,NO
22121562,0,0,0,0,NO
22121562,0,0,0,0,NO
22121578,0,0,0,0,NO
22121578,0,0,0,0,NO
22121593,0,0,0,0,NO
22121593,0,0,0,0,NO
22121609,0,0,0,0,NO
22121625,0,0,0,0,NO
22121625,0,0,0,0,NO
22121640,0,0,0,0,NO
22121640,0,0,0,0,NO
22121656,0,0,0,0,NO
22121671,0,0,0,0,NO
22121671,0,0,0,0,NO
22121687,0,0,0,0,NO
22121687,0,0,0,0,NO
22121703,0,0,0,0,NO
22121718,0,0,0,0,NO
22121718,0,0,0,0,NO
22121734,0,0,0,0,NO
22121734,0,0,0,0,NO
22121750,0,0,0,0,NO
22121765,0,0,0,0,NO
22121765,0,0,0,0,NO
22121781,0,0,0,0,NO
22121796,0,0,0,0,NO
22121796,0,0,0,0,NO
22121812,0,0,0,0,NO
22121828,0,0,0,0,NO
22121828,0,0,0,0,NO
22121843,0,0,0,0,NO
22121859,0,0,0,0,NO
22121859,0,0,0,0,NO
22121875,0,0,0,0,NO
22121875,0,0,0,0,NO
22121890,0,0,0,0,NO
22121906,0,0,0,0,NO
22121906,0,0,0,0,NO
22121921,0,0,0,0,NO
22121937,0,0,0,0,NO
22121937,0,0,0,0,NO
22121953,0,0,0,0,NO
22121968,0,0,0,0,NO
22121968,0,0,0,0,NO
22121984,0,0,0,0,NO
22122000,0,0,0,0,NO
22122000,0,0,0,0,NO
22122015,0,0,0,0,NO
22122015,0,0,0,0,NO
22122031,0,0,0,0,NO
22122046,0,0,0,0,NO
22122046,0,0,0,0,NO
22122062,0,0,0,0,NO
22122062,0,0,0,0,NO
22122078,0,0,0,0,NO
22122093,0,0,0,0,NO
22122093,0,0,0,0,NO
22122109,0,0,0,0,NO
22122109,0,0,0,0,NO
22122125,0,0,0,0,NO
22122140,0,0,0,0,NO
22122140,0,0,0,0,NO
22122156,0,0,0,0,NO
22122156,0,0,0,0,NO
22122171,0,0,0,0,NO
22122187,0,0,0,0,NO
22122187,0,0,0,0,NO
22122203,0,0,0,0,NO
22122203,0,0,0,0,NO
22122218,0,0,0,0,NO
22122234,0,0,0,0,NO
22122234,0,0,0,0,NO
22122250,0,0,0,0,NO
22122265,0,0,0,0,NO
22122265,0,0,0,0,NO
22122281,0,0,0,0,NO
22122281,0,0,0,0,NO
22122296,0,0,0,0,NO
22122312,0,0,0,0,NO
22122312,0,0,0,0,NO
22122328,0,0,0,0,NO
22122328,0,0,0,0,NO
22122343,0,0,0,0,NO
22122359,0,0,0,0,NO
22122359,0,0,0,0,NO
22122375,0,0,0,0,NO
22122390,0,0,0,0,NO
22122390,0,0,0,0,NO
22122406,0,0,0,0,NO
22122406,0,0,0,0,NO
22122421,0,0,0,0,NO
22122437,0,0,0,0,NO
22122437,0,0,0,0,NO
22122453,0,0,0,0,NO
22122453,0,0,0,0,NO
22122468,0,0,0,0,NO
22122484,0,0,0,0,NO
22122484,0,0,0,0,NO
22122500,0,0,0,0,NO
22122500,0,0,0,0,NO
22122515,0,0,0,0,NO
22122531,0,0,0,0,NO
22122531,0,0,0,0,NO
22122546,0,0,0,0,NO
22122546,0,0,0,0,NO
22122562,0,0,0,0,NO
22122578,0,0,0,0,NO
22122578,0,0,0,0,NO
22122593,0,0,0,0,NO
22122609,0,0,0,0,NO
22122609,0,0,0,0,NO
22122625,0,0,0,0,NO
22122625,0,0,0,0,NO
22122640,0,0,0,0,NO
22122656,0,0,0,0,NO
22122656,0,0,0,0,NO
22122671,0,0,0,0,NO
22122687,0,0,0,0,NO
22122687,0,0,0,0,NO
22122703,0,0,0,0,NO
22122703,0,0,0,0,NO
22122718,0,0,0,0,NO
22122734,0,0,0,0,NO
22122734,0,0,0,0,NO
22122750,0,0,0,0,NO
22122750,0,0,0,0,NO
22122765,0,0,0,0,NO
22122781,0,0,0,0,NO
22122781,0,0,0,0,NO
22122796,0,0,0,0,NO
22122796,0,0,0,0,NO
22122812,0,0,0,0,NO
22122828,0,0,0,0,NO
22122828,0,0,0,0,NO
22122843,0,0,0,0,NO
22122859,0,0,0,0,NO
22122859,0,0,0,0,NO
22122875,0,0,0,0,NO
22122875,0,0,0,0,NO
22122890,0,0,0,0,NO
22122906,0,0,0,0,NO
22122906,0,0,0,0,NO
22122921,0,0,0,0,NO
22122937,0,0,0,0,NO
22122937,0,0,0,0,NO
22122953,0,0,0,0,NO
22122953,0,0,0,0,NO
22122968,0,0,0,0,NO
22122984,0,0,0,0,NO
22122984,0,0,0,0,NO
22123000,0,0,0,0,NO
22123015,0,0,0,0,NO
22123015,0,0,0,0,NO
22123031,0,0,0,0,NO
22123031,0,0,0,0,NO
22123046,0,0,0,0,NO
22123062,0,0,0,0,NO
22123062,0,0,0,0,NO
22123078,0,0,0,0,NO
22123078,0,0,0,0,NO
22123093,0,0,0,0,NO
22123109,0,0,0,0,NO
22123109,0,0,0,0,NO
22123125,0,0,0,0,NO
22123140,0,0,0,0,NO
22123140,0,0,0,0,NO
22123156,0,0,0,0,NO
22123156,0,0,0,0,NO
22123171,0,0,0,0,NO
22123187,0,0,0,0,NO
22123187,0,0,0,0,NO
22123203,0,0,0,0,NO
22123218,0,0,0,0,NO
22123218,0,0,0,0,NO
22123234,0,0,0,0,NO
22123234,0,0,0,0,NO
22123250,0,0,0,0,NO
22123265,0,0,0,0,NO
22123265,0,0,0,0,NO
22123281,0,0,0,0,NO
22123296,0,0,0,0,NO
22123296,0,0,0,0,NO
22123312,0,0,0,0,NO
22123312,0,0,0,0,NO
22123328,0,0,0,0,NO
22123343,0,0,0,0,NO
22123343,0,0,0,0,NO
22123359,0,0,0,0,NO
22123375,0,0,0,0,NO
22123375,0,0,0,0,NO
22123390,0,0,0,0,NO
22123390,0,0,0,0,NO
22123406,0,0,0,0,NO
22123421,0,0,0,0,NO
22123421,0,0,0,0,NO
22123437,0,0,0,0,NO
22123453,0,0,0,0,NO
22123453,0,0,0,0,NO
22123468,0,0,0,0,NO
22123468,0,0,0,0,NO
22123484,0,0,0,0,NO
22123500,0,0,0,0,NO
22123500,0,0,0,0,NO
22123515,0,0,0,0,NO
22123515,0,0,0,0,NO
22123531,0,0,0,0,NO
22123546,0,0,0,0,NO
22123546,0,0,0,0,NO
22123562,0,0,0,0,NO
22123578,0,0,0,0,NO
22123578,0,0,0,0,NO
22123593,0,0,0,0,NO
22123593,0,0,0,0,NO
22123609,0,0,0,0,NO
22123625,0,0,0,0,NO
22123625,0,0,0,0,NO
22123640,0,0,0,0,NO
22123640,0,0,0,0,NO
22123656,0,0,0,0,NO
22123671,0,0,0,0,NO
22123671,0,0,0,0,NO
22123687,0,0,0,0,NO
22123703,0,0,0,0,NO
22123703,0,0,0,0,NO
22123718,0,0,0,0,NO
22123718,0,0,0,0,NO
22123734,0,0,0,0,NO
22123750,0,0,0,0,NO
22123750,0,0,0,0,NO
22123765,0,0,0,0,NO
22123765,0,0,0,0,NO
22123781,0,0,0,0,NO
22123796,0,0,0,0,NO
22123796,0,0,0,0,NO
22123812,0,0,0,0,NO
22123828,0,0,0,0,NO
22123828,0,0,0,0,NO
22123843,0,0,0,0,NO
22123843,0,0,0,0,NO
22123859,0,0,0,0,NO
22123875,0,0,0,0,NO
22123875,0,0,0,0,NO
22123890,0,0,0,0,NO
22123890,0,0,0,0,NO
22123906,0,0,0,0,NO
22123921,0,0,0,0,NO
22123921,0,0,0,0,NO
22123937,0,0,0,0,NO
22123953,0,0,0,0,NO
22123953,0,0,0,0,NO
22123968,0,0,0,0,NO
22123968,0,0,0,0,NO
22123984,0,0,0,0,NO
22124000,0,0,0,0,NO
22124000,0,0,0,0,NO
22124015,0,0,0,0,NO
22124015,0,0,0,0,NO
22124031,0,0,0,0,NO
22124046,0,0,0,0,NO
22124046,0,0,0,0,NO
22124062,0,0,0,0,NO
22124062,0,0,0,0,NO
22124078,0,0,0,0,NO
22124093,0,0,0,0,NO
22124093,0,0,0,0,NO
22124109,0,0,0,0,NO
22124109,0,0,0,0,NO
22124125,0,0,0,0,NO
22124140,0,0,0,0,NO
22124140,0,0,0,0,NO
22124156,0,0,0,0,NO
22124171,0,0,0,0,NO
22124171,0,0,0,0,NO
22124187,0,0,0,0,NO
22124187,0,0,0,0,NO
22124203,0,0,0,0,NO
22124218,0,0,0,0,NO
22124218,0,0,0,0,NO
22124234,0,0,0,0,NO
22124250,0,0,0,0,NO
22124250,0,0,0,0,NO
22124265,0,0,0,0,NO
22124281,0,0,0,0,NO
22124281,0,0,0,0,NO
22124296,0,0,0,0,NO
22124312,0,0,0,0,NO
22124312,0,0,0,0,NO
22124328,0,0,0,0,NO
22124328,0,0,0,0,NO
22124343,0,0,0,0,NO
22124359,0,0,0,0,NO
22124359,0,0,0,0,NO
22124375,0,0,0,0,NO
22124375,0,0,0,0,NO
22124390,0,0,0,0,NO
22124406,0,0,0,0,NO
22124406,0,0,0,0,NO
22124421,0,0,0,0,NO
22124437,0,0,0,0,NO
22124437,0,0,0,0,NO
22124453,0,0,0,0,NO
22124453,0,0,0,0,NO
22124468,0,0,0,0,NO
22124484,0,0,0,0,NO
22124484,0,0,0,0,NO
22124500,0,0,0,0,NO
22124500,0,0,0,0,NO
22124515,0,0,0,0,NO
22124531,0,0,0,0,NO
22124531,0,0,0,0,NO
22124546,0,0,0,0,NO
22124546,0,0,0,0,NO
22124562,0,0,0,0,NO
22124578,0,0,0,0,NO
22124578,0,0,0,0,NO
22124593,0,0,0,0,NO
22124609,0,0,0,0,NO
22124609,0,0,0,0,NO
22124625,0,0,0,0,NO
22124625,0,0,0,0,NO
22124640,0,0,0,0,NO
22124656,0,0,0,0,NO
22124656,0,0,0,0,NO
22124671,0,0,0,0,NO
22124671,0,0,0,0,NO
22124687,0,0,0,0,NO
22124703,0,0,0,0,NO
22124703,0,0,0,0,NO
22124718,0,0,0,0,NO
22124734,0,0,0,0,NO
22124734,0,0,0,0,NO
22124750,0,0,0,0,NO
22124750,0,0,0,0,NO
22124765,0,0,0,0,NO
22124781,0,0,0,0,NO
22124781,0,0,0,0,NO
22124796,0,0,0,0,NO
22124796,0,0,0,0,NO
22124812,0,0,0,0,NO
22124828,0,0,0,0,NO
22124828,0,0,0,0,NO
22124843,0,0,0,0,NO
22124859,0,0,0,0,NO
22124859,0,0,0,0,NO
22124875,0,0,0,0,NO
22124875,0,0,0,0,NO
22124890,0,0,0,0,NO
22124906,0,0,0,0,NO
22124906,0,0,0,0,NO
22124921,0,0,0,0,NO
22124921,0,0,0,0,NO
22124937,0,0,0,0,NO
22124953,0,0,0,0,NO
22124953,0,0,0,0,NO
22124968,0,0,0,0,NO
22124984,0,0,0,0,NO
22124984,0,0,0,0,NO
22125000,0,0,0,0,NO
22125000,0,0,0,0,NO
22125015,0,0,0,0,NO
22125031,0,0,0,0,NO
22125031,0,0,0,0,NO
22125046,0,0,0,0,NO
22125046,0,0,0,0,NO
22125062,0,0,0,0,NO
22125078,0,0,0,0,NO
22125078,0,0,0,0,NO
22125093,0,0,0,0,NO
22125093,0,0,0,0,NO
22125109,0,0,0,0,NO
22125125,0,0,0,0,NO
22125125,0,0,0,0,NO
22125140,0,0,0,0,NO
22125156,0,0,0,0,NO
22125156,0,0,0,0,NO
22125171,0,0,0,0,NO
22125171,0,0,0,0,NO
22125187,0,0,0,0,NO
22125203,0,0,0,0,NO
22125203,0,0,0,0,NO
22125218,0,0,0,0,NO
22125234,0,0,0,0,NO
22125234,0,0,0,0,NO
22125250,0,0,0,0,NO
22125250,0,0,0,0,NO
22125265,0,0,0,0,NO
22125281,0,0,0,0,NO
22125281,0,0,0,0,NO
22125296,0,0,0,0,NO
22125296,0,0,0,0,NO
22125312,0,0,0,0,NO
22125328,0,0,0,0,NO
22125328,0,0,0,0,NO
22125343,0,0,0,0,NO
22125359,0,0,0,0,NO
22125359,0,0,0,0,NO
22125375,0,0,0,0,NO
22125375,0,0,0,0,NO
22125390,0,0,0,0,NO
22125406,0,0,0,0,NO
22125406,0,0,0,0,NO
22125421,0,0,0,0,NO
22125421,0,0,0,0,NO
22125437,0,0,0,0,NO
22125453,0,0,0,0,NO
22125453,0,0,0,0,NO
22125468,0,0,0,0,NO
22125468,0,0,0,0,NO
22125484,0,0,0,0,NO
22125500,0,0,0,0,NO
22125500,0,0,0,0,NO
22125515,0,0,0,0,NO
22125531,0,0,0,0,NO
22125531,0,0,0,0,NO
22125546,0,0,0,0,NO
22125546,0,0,0,0,NO
22125562,0,0,0,0,NO
22125578,0,0,0,0,NO
22125578,0,0,0,0,NO
22125593,0,0,0,0,NO
22125609,0,0,0,0,NO
22125609,0,0,0,0,NO
22125625,0,0,0,0,NO
22125625,0,0,0,0,NO
22125640,0,0,0,0,NO
22125656,0,0,0,0,NO
22125656,0,0,0,0,NO
22125671,0,0,0,0,NO
22125687,0,0,0,0,NO
22125687,0,0,0,0,NO
22125703,0,0,0,0,NO
22125703,0,0,0,0,NO
22125718,0,0,0,0,NO
22125734,0,0,0,0,NO
22125734,0,0,0,0,NO
22125750,0,0,0,0,NO
22125750,0,0,0,0,NO
22125765,0,0,0,0,NO
22125781,0,0,0,0,NO
22125781,0,0,0,0,NO
22125796,0,0,0,0,NO
22125812,0,0,0,0,NO
22125812,0,0,0,0,NO
22125828,0,0,0,0,NO
22125828,0,0,0,0,NO
22125843,0,0,0,0,NO
22125859,0,0,0,0,NO
22125859,0,0,0,0,NO
22125875,0,0,0,0,NO
22125890,0,0,0,0,NO
22125890,0,0,0,0,NO
22125906,0,0,0,0,NO
22125906,0,0,0,0,NO
22125921,0,0,0,0,NO
22125937,0,0,0,0,NO
22125937,0,0,0,0,NO
22125953,0,0,0,0,NO
22125968,0,0,0,0,NO
22125968,0,0,0,0,NO
22125984,0,0,0,0,NO
22125984,0,0,0,0,NO
22126000,0,0,0,0,NO
22126015,0,0,0,0,NO
22126015,0,0,0,0,NO
22126031,0,0,0,0,NO
22126031,0,0,0,0,NO
22126046,0,0,0,0,NO
22126062,0,0,0,0,NO
22126062,0,0,0,0,NO
22126078,0,0,0,0,NO
22126078,0,0,0,0,NO
22126093,0,0,0,0,NO
22126109,0,0,0,0,NO
22126109,0,0,0,0,NO
22126125,0,0,0,0,NO
22126140,0,0,0,0,NO
22126140,0,0,0,0,NO
22126156,0,0,0,0,NO
22126156,0,0,0,0,NO
22126171,0,0,0,0,NO
22126187,0,0,0,0,NO
22126187,0,0,0,0,NO
22126203,0,0,0,0,NO
22126203,0,0,0,0,NO
22126218,0,0,0,0,NO
22126234,0,0,0,0,NO
22126234,0,0,0,0,NO
22126250,0,0,0,0,NO
22126250,0,0,0,0,NO
22126265,0,0,0,0,NO
22126281,0,0,0,0,NO
22126281,0,0,0,0,NO
22126296,0,0,0,0,NO
22126312,0,0,0,0,NO
22126312,0,0,0,0,NO
22126328,0,0,0,0,NO
22126328,0,0,0,0,NO
22126343,0,0,0,0,NO
22126359,0,0,0,0,NO
22126359,0,0,0,0,NO
22126375,0,0,0,0,NO
22126375,0,0,0,0,NO
22126390,0,0,0,0,NO
22126406,0,0,0,0,NO
22126406,0,0,0,0,NO
22126421,0,0,0,0,NO
22126421,0,0,0,0,NO
22126437,0,0,0,0,NO
22126453,0,0,0,0,NO
22126453,0,0,0,0,NO
22126468,0,0,0,0,NO
22126468,0,0,0,0,NO
22126484,0,0,0,0,NO
22126500,0,0,0,0,NO
22126500,0,0,0,0,NO
22126515,0,0,0,0,NO
22126531,0,0,0,0,NO
22126531,0,0,0,0,NO
22126546,0,0,0,0,NO
22126546,0,0,0,0,NO
22126562,0,0,0,0,NO
22126578,0,0,0,0,NO
22126578,0,0,0,0,NO
22126593,0,0,0,0,NO
22126593,0,0,0,0,NO
22126609,0,0,0,0,NO
22126625,0,0,0,0,NO
22126625,0,0,0,0,NO
22126640,0,0,0,0,NO
22126656,0,0,0,0,NO
22126656,0,0,0,0,NO
22126671,0,0,0,0,NO
22126671,0,0,0,0,NO
22126687,0,0,0,0,NO
22126703,0,0,0,0,NO
22126703,0,0,0,0,NO
22126718,0,0,0,0,NO
22126734,0,0,0,0,NO
22126734,0,0,0,0,NO
22126750,0,0,0,0,NO
22126750,0,0,0,0,NO
22126765,0,0,0,0,NO
22126781,0,0,0,0,NO
22126781,0,0,0,0,NO
22126796,0,0,0,0,NO
22126796,0,0,0,0,NO
22126812,0,0,0,0,NO
22126828,0,0,0,0,NO
22126828,0,0,0,0,NO
22126843,0,0,0,0,NO
22126859,0,0,0,0,NO
22126859,0,0,0,0,NO
22126875,0,0,0,0,NO
22126875,0,0,0,0,NO
22126890,0,0,0,0,NO
22126906,0,0,0,0,NO
22126906,0,0,0,0,NO
22126921,0,0,0,0,NO
22126921,0,0,0,0,NO
22126937,0,0,0,0,NO
22126953,0,0,0,0,NO
22126953,0,0,0,0,NO
22126968,0,0,0,0,NO
22126968,0,0,0,0,NO
22126984,0,0,0,0,NO
22127000,0,0,0,0,NO
22127000,0,0,0,0,NO
22127015,0,0,0,0,NO
22127031,0,0,0,0,NO
22127031,0,0,0,0,NO
22127046,0,0,0,0,NO
22127046,0,0,0,0,NO
22127062,0,0,0,0,NO
22127078,0,0,0,0,NO
22127078,0,0,0,0,NO
22127093,0,0,0,0,NO
22127093,0,0,0,0,NO
22127109,0,0,0,0,NO
22127125,0,0,0,0,NO
22127125,0,0,0,0,NO
22127140,0,0,0,0,NO
22127140,0,0,0,0,NO
22127156,0,0,0,0,NO
22127171,0,0,0,0,NO
22127171,0,0,0,0,NO
22127187,0,0,0,0,NO
22127203,0,0,0,0,NO
22127203,0,0,0,0,NO
22127218,0,0,0,0,NO
22127218,0,0,0,0,NO
22127234,0,0,0,0,NO
22127250,0,0,0,0,NO
22127250,0,0,0,0,NO
22127265,0,0,0,0,NO
22127281,0,0,0,0,NO
22127281,0,0,0,0,NO
22127296,0,0,0,0,NO
22127296,0,0,0,0,NO
22127312,0,0,0,0,NO
22127328,0,0,0,0,NO
22127328,0,0,0,0,NO
22127343,0,0,0,0,NO
22127343,0,0,0,0,NO
22127359,0,0,0,0,NO
22127375,0,0,0,0,NO
22127375,0,0,0,0,NO
22127390,0,0,0,0,NO
22127390,0,0,0,0,NO
22127406,0,0,0,0,NO
22127421,0,0,0,0,NO
22127421,0,0,0,0,NO
22127437,0,0,0,0,NO
22127453,0,0,0,0,NO
22127453,0,0,0,0,NO
22127468,0,0,0,0,NO
